name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
OGLE-2011-BLG-0420L b,Confirmed,9.4,0.5,0.5,,,,,,,,,,0.19,0.01,0.01,,,,,,,,2013,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2011-BLG-0420L,267.7333,-29.825,14.7,,,,,1990.0,80.0,80.0,,,,0.025,0.001,0.001,,,,,,,,,,,,,
OGLE-2012-BLG-0026L b,Confirmed,0.11,0.002,0.002,,,,,,,,,,3.82,0.3,0.3,,,,,,,,2012,2013-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0026L,263.5792,-27.1428,,,,,,4080.0,300.0,300.0,,,,0.82,0.13,0.13,,,,,,,,,,,,,
OGLE-2012-BLG-0026L c,Confirmed,0.68,0.1,0.1,,,,,,,,,,4.63,0.37,0.37,,,,,,,,2012,2013-01-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0026L,263.5792,-27.1428,,,,,,4080.0,300.0,300.0,,,,0.82,0.13,0.13,,,,,,,,,,,,,
OGLE-2012-BLG-0358L b,Confirmed,1.85,0.19,0.19,,,,,,,,,,0.87,0.03,0.03,,,,,,,,2013,2013-08-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0358L,265.6958,-24.2611,,,,,,1760.0,130.0,130.0,,,,0.022,0.002,0.002,,,,,,,,,,,,,
OGLE-2012-BLG-0406L b,Confirmed,2.73,0.43,0.43,,,,,,,,,,3.45,0.26,0.26,,,,,,,,2013,2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0406L,268.325,-30.4711,,,,,,4970.0,290.0,290.0,,,,0.44,0.07,0.07,,,,,,,,,,,,,
OGLE-2012-BLG-0563L b,Confirmed,0.39,0.23,0.23,,,,,,,,,,0.74,0.42,0.42,,,,,,,,2015,2015-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2012-BLG-0563L,271.490500019,-27.7120000236,,,,,,1300.0,800.0,800.0,-0.66,0.07,0.07,0.34,0.2,0.2,,,,,,,,5907.0,89.0,89.0,,,
OGLE-2012-BLG-0724L b,Confirmed,0.47,0.26,0.26,,,,,,,,,,1.6,0.3,0.3,,,,,,,,2016,2016-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2012-BLG-0724L,268.966666684,-29.818611129,,,,,,6700.0,1200.0,1200.0,,,,0.29,0.16,0.16,,,,M,,,,,,,,,
OGLE-2012-BLG-0838 b,Confirmed,0.25,0.12,0.12,,,,,,,,,,4.2,1.0,1.0,,,,,,,,2019,2019-01-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2012-BLG-0838,273.004166667,-25.71166669,,,,,,6620.0,850.0,850.0,,,,0.54,0.25,0.25,,,,,,,,,,,,,
OGLE-2012-BLG-0950L b,Confirmed,0.11,0.028,0.028,,,,,,,,,,2.7,0.7,0.7,,,,,,,,2016,2023-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2012- BLG-527 b,,OGLE-2012-BLG-0950L,272.019250002,-29.7315833596,,,,,,3000.0,1100.0,1100.0,,,,0.56,0.16,0.16,,,,M,,,,5500.0,,,,,MOA-2012- BLG-527
OGLE-2012-BLG-1323,Confirmed,0.0072,,,,,,,,,,,,,,,,,,,,,,2018,2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,,270.077125006,-28.5838055676,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2013-BLG-0102L b,Confirmed,13.6,3.0,3.0,,,,,,,,,,0.8,0.04,0.04,,,,,,,,2014,2014-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2013-BLG-0102L,268.029500002,-31.6905833528,17.0,,,,,3020.0,210.0,210.0,,,,0.097,0.011,0.011,,,,,,,,,,,,,
OGLE-2013-BLG-0132L b,Confirmed,0.29,0.13,0.13,,,,,,,,,,3.6,1.2,1.2,,,,,,,,2017,2017-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-0132L,269.764625001,-28.4210277896,,,,,,3900.0,1300.0,1300.0,,,,0.54,0.23,0.23,,,,,,,,,,,,,MOA-2013-BLG-148 
OGLE-2013-BLG-0341L b,Confirmed,0.00522291791209,0.00056634049649,0.00056634049649,,,,,,,,,,0.702,0.022,0.022,,,,,,,,2014,2014-07-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2013-BLG-0341L,268.029166669,-29.846111138,,,,,,911.0,70.0,70.0,,,,0.1127,0.0089,0.0089,,,,,,,,,,,,,
OGLE-2013-BLG-0578L b,Confirmed,34.0,4.0,4.0,,,,,,,,,,1.16,0.11,0.11,,,,,,,,2013,2018-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,OGLE-2013-BLG-0578 b,,OGLE-2013-BLG-0578L,269.99937502,-29.7352500162,,,,,,1160.0,110.0,110.0,,,,0.124,0.014,0.014,,,,M-dwarf,,,,,,,,,OGLE-2013-BLG-0578
OGLE-2013-BLG-0911L b,Confirmed,10.08,3.6,3.6,,,,,,,,,,10.8,10.4,10.4,,,,,,,,2019,2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-0911L,268.883333344,-29.253888897,,,,,,3220.0,350.0,350.0,,,,0.29,0.09,0.09,,,,,,,,,,,,,
OGLE-2013-BLG-1721L b,Confirmed,0.64,0.31,0.31,,,,,,,,,,2.6,0.7,0.7,,,,,,,,2017,2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,MOA-2013-BLG-618 b,,OGLE-2013-BLG-1721L,268.126541677,-30.2926944576,,,,,,6300.0,1600.0,1600.0,,,,0.46,0.23,0.23,,,,,,,,,,,,,MOA-2013-BLG-618
OGLE-2013-BLG-1761L b,Confirmed,2.8,1.5,1.5,,,,,,,,,,1.8,0.5,0.5,,,,,,,,2017,2017-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2013-BLG-1761L,268.408333346,-28.895277805,17.3,,,,,6900.0,1200.0,1200.0,,,,0.33,0.18,0.18,,,,M/K,,,,,,,,,
OGLE-2014-BLG-0124L b,Confirmed,0.64,0.044,0.044,,,,,,,,,,3.48,0.22,0.22,,,,,,,,2014,2017-09-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0124L,270.620833343,-28.396388907,,,,,,3600.0,300.0,300.0,,,,0.89,0.05,0.05,,,,,,,,,,,,,
OGLE-2014-BLG-0257L b,Confirmed,36.0,5.0,5.0,,,,,,,,,,0.61,0.07,0.07,,,,,,,,2016,2016-03-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2014-BLG-0257L,270.450000016,-28.261944459,,,,,,1250.0,130.0,130.0,,,,0.19,0.02,0.02,,,,M,,,,,,,,,
OGLE-2014-BLG-0319 b,Confirmed,0.57,0.31,0.31,,,,,,,,,,3.49,1.1,1.1,,,,,,,,2022,2022-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0319,266.962500017,-33.93500002,,,,,,7730.0,2840.0,2840.0,,,,0.52,0.2,0.2,,,,,,,,,,,,,
OGLE-2014-BLG-0676L b,Confirmed,3.68,1.44,1.44,,,,,,,,,,4.53,2.5,2.5,,,,,,,,2016,2021-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-0676L,268.104166675,-30.548333356,,,,,,2670.0,1040.0,1040.0,,,,0.73,0.29,0.29,,,,,,,,,,,,,
OGLE-2014-BLG-1112L b,Confirmed,31.7,8.2,8.2,,,,,,,,,,9.63,1.33,1.33,,,,,,,,2017,2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1112L,272.151291679,-28.6658055812,,,,,,4840.0,670.0,670.0,,,,1.07,0.28,0.28,,,,,,,,,,,,,
OGLE-2014-BLG-1186L b,Confirmed,0.142,0.028,0.028,,,,,,,,,,,,,,,,,,,,2018,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1186L,265.5,-34.288333343,,,,,,1700.0,300.0,300.0,,,,0.35,0.06,0.06,,,,,,,,,,,,,
OGLE-2014-BLG-1722L b,Confirmed,0.174,0.104,0.104,,,,,,,,,,1.9,0.8,0.8,,,,,,,,2018,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1722L,268.754166667,-31.469166678,,,,,,6400.0,130.0,130.0,,,,0.4,0.24,0.24,,,,,,,,,,,,,
OGLE-2014-BLG-1722L c,Confirmed,0.2633,0.16,0.16,,,,,,,,,,2.5,1.1,1.1,,,,,,,,2018,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1722L,268.754166667,-31.469166678,,,,,,6400.0,130.0,130.0,,,,0.4,0.24,0.24,,,,,,,,,,,,,
OGLE-2014-BLG-1760L b,Confirmed,0.573,0.26,0.26,,,,,,,,,,1.75,0.34,0.34,,,,,,,,2016,2019-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2014-BLG-1760L,269.408333346,-28.963055585,,,,,,6060.0,1110.0,1110.0,,,,0.51,0.28,0.28,,,,,,,,,,,,,
OGLE-2015-BLG-0051L b,Confirmed,0.72,0.07,0.07,,,,,,,,,,0.73,0.08,0.08,,,,,,,,2016,2016-07-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,KMT-2015-BLG-0048Lb,,OGLE-2015-BLG-0051L,269.66254168,-28.0316944568,16.4,,,,,8200.0,900.0,900.0,,,,0.1,0.01,0.01,,,,G,,,,,,,,,KMT-2015-BLG-0048
OGLE-2015-BLG-0954L b,Confirmed,4.4,1.6,1.6,,,,,,,,,,1.2,,,,,,,,,,2016,2016-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-0954L,270.183333348,-28.660833355,,,,,,600.0,200.0,200.0,,,,0.37,0.14,0.14,,,,,,,,,,,,,
OGLE-2015-BLG-0966L b,Confirmed,0.066,0.006,0.006,,,,,,,,,,2.4,0.3,0.3,,,,,,,,2015,2016-02-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-0966L,268.754166667,-29.047222234,,,,,,2900.0,400.0,400.0,,,,0.38,0.04,0.04,,,,M,,,,,,,,,
OGLE-2015-BLG-1319L b,Confirmed,45.0,8.0,8.0,,,,,,,,,,0.245,0.07,0.07,,,,,,,,2016,2017-06-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1319L,269.441666682,-32.472222236,,,,,,5000.0,,,,,,0.58,0.05,0.05,,,,K,,,,,,,,,
OGLE-2015-BLG-1649 b,Confirmed,2.54,1.4,1.4,,,,,,,,,,2.07,0.77,0.77,,,,,,,,2019,2020-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1649,271.204166683,-32.633055581,,,,,,4230.0,1640.0,1640.0,,,,0.34,0.19,0.19,,,,,,,,,,,,,
OGLE-2015-BLG-1670L b,Confirmed,0.0563,0.0277,0.0277,,,,,,,,,,3.2,0.8,0.8,,,,,,,,2018,2018-10-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2015-BLG-1670L,268.158791679,-28.5519166792,,,,,,6700.0,130.0,130.0,,,,0.55,0.28,0.28,,,,,,,,,,,,,
OGLE-2015-BLG-1771L b,Confirmed,0.433,0.25,0.25,,,,,,,,,,0.85,0.16,0.16,,,,,,,,2019,2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2015-BLG-1771L,268.800000004,-28.862777805,,,,,,7070.0,1090.0,1090.0,,,,0.077,0.044,0.044,,,,,,,,,,,,,
OGLE-2016-BLG-0263L b,Confirmed,4.1,2.5,2.5,,,,,,,,,,6.5,1.9,1.9,,,,,,,,2017,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2016-BLG-0263L,269.8954166783,-31.818611129,,,,,,6500.0,1900.0,1900.0,,,,0.13,0.08,0.08,,,,,,,,,,,,,
OGLE-2016-BLG-0596L b,Confirmed,12.2,,,,,,,,,,,,,,,,,,,,,,2016,2023-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2016-BLG-0596L,267.803375004,-30.8498333632,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-0613L (AB) b,Confirmed,4.18,2.43,2.43,,,,,,,,,,6.4,2.63,2.63,,,,,,,,2017,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-0613L (AB),269.262500001,-28.116111126,,,,,,3410.0,142.0,142.0,,,,1.0,0.5,0.5,,,,,,,,,,,,,
OGLE-2016-BLG-0693L b,Confirmed,49.0,18.0,18.0,,,,,,,,,,5.0,,,,,,,,,,2017,2017-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2016-BLG-0693L,267.480375018,-23.0399444504,,,,,,5000.0,600.0,600.0,,,,,,,,,,K,,,,,,,,,
OGLE-2016-BLG-0890 b,Confirmed,38.0,33.0,33.0,,,,,,,,,,3.5,0.4,0.4,,,,,,,,2022,2022-09-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2016-BLG-0793 b,,OGLE-2016-BLG-0890,262.608333342,-29.846944472,,,,,,7400.0,1100.0,1100.0,,,,0.4,0.2,0.2,,,,,,,,,,,,,KMT-2016-BLG-0793
OGLE-2016-BLG-1067L b,Confirmed,0.43,0.17,0.17,,,,,,,,,,1.7,0.39,0.39,,,,,,,,2018,2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,MOA-2016-BLG-339 b,,OGLE-2016-BLG-1067L,273.204500016,-27.012638899,,,,,,3730.0,670.0,670.0,,,,0.3,0.12,0.12,,,,M,,,,,,,,,MOA-2016-BLG-339
OGLE-2016-BLG-1093L b,Confirmed,0.71,0.13,0.13,,,,,,,,,,2.13,0.43,0.43,,,,,,,,2021,2022-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1093L,269.004166667,-32.713333358,,,,,,8120.0,690.0,690.0,,,,0.48,0.09,0.09,,,,,,,,,,,,,
OGLE-2016-BLG-1190L b,Confirmed,13.38,0.82,0.82,,,,,,,1223.6,300.0,300.0,2.17,0.38,0.38,0.42,0.23,0.23,41.2,10.3,10.3,,2017,2017-10-30,,,,2456989.8,434.0,434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1190L,269.720833351,-27.613611134,,,,,,6770.0,90.0,90.0,,,,0.88,0.06,0.06,,,,,,,,,,,,,
OGLE-2016-BLG-1195L b,Confirmed,0.0045,0.001,0.001,,,,,,,,,,1.16,0.16,0.16,,,,,,,,2017,2017-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1195L,268.850000008,-30.207222232,,,,,,3910.0,460.0,460.0,,,,0.078,0.012,0.012,,,,,,,,,,,,,
OGLE-2016-BLG-1227 b,Confirmed,0.79,0.39,0.39,,,,,,,,,,3.4,1.0,1.0,,,,,,,,2019,2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1227,265.595833341,-33.759722245,,,,,,1210.0,630.0,630.0,,,,0.1,0.05,0.05,,,,,,,,,,,,,
OGLE-2016-BLG-1266L b,Confirmed,11.9,0.8,0.8,,,,,,,,,,0.42,0.03,0.03,,,,,,,,2018,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1266L,267.854166675,-29.742222244,,,,,,3050.0,,,,,,0.0156,,,,,,,,,,,,,,,
OGLE-2016-BLG-1469L b,Confirmed,13.6,3.0,3.0,,,,,,,,,,0.33,0.04,0.04,,,,,,,,2017,2018-05-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1469L,271.945750016,-26.2898888998,,,,,,4500.0,,,,,,0.048,0.007,0.007,,,,,,,,,,,,,
OGLE-2016-BLG-1540,Confirmed,,,,,,,,,,,,,,,,,,,,,,,2018,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,,270.195833349,-28.3597777926,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1635 b,Confirmed,11.49,8.0,8.0,,,,,,,,,,1.34,0.47,0.47,,,,,,,,2023,2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1635,268.504166667,-30.777222246,,,,,,,,,,,,,,,,,,,,,,,,,,,KMT-2016-BLG-0269
OGLE-2016-BLG-1850 b,Confirmed,0.02936,0.0123,0.0123,,,,,,,,,,1.46,0.16,0.16,,,,,,,,2023,2023-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2016-BLG-1850,268.0,-32.210555568,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2016-BLG-1928,Confirmed,0.0009,0.0,0.0,,,,,,,,,,,,,,,,,,,,2020,2020-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Microlensing,,,,,,270.38020834375,-29.1295000126,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-0114 b,Confirmed,,,,,,,,,,,,,0.75,,,,,,,,,,2021,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0114,260.491666686,-29.623611129,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-0173L b,Confirmed,9.08,5.7,5.7,,,,,,,,,,3.75,1.67,1.67,,,,,,,,2017,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2017-BLG-0173L,267.970833351,-29.271388898,,,,,,4700.0,1780.0,1780.0,,,,0.417,0.24,0.24,,,,,,,,,,,,,
OGLE-2017-BLG-0373L b,Confirmed,,,,,,,,,,,,,,,,,,,,,,,2018,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2017-BLG-0373L,269.32941667302,-31.9517222426,,,,,,5900.0,1950.0,1950.0,,,,0.25,0.15,0.15,,,,,,,,,,,,,
OGLE-2017-BLG-0406 b,Confirmed,0.41,0.05,0.05,,,,,,,,,,3.5,0.3,0.3,,,,,,,,2020,2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0406,269.0,-29.863055583,,,,,,5200.0,500.0,500.0,,,,0.56,0.07,0.07,,,,,,,,,,,,,
OGLE-2017-BLG-0482 b,Confirmed,9.0,4.5,4.5,,,,,,,,,,1.8,0.7,0.7,,,,,,,,2018,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,OGLE-2017-BLG-0482,269.04887500391,-30.5283611308,,,,,,5800.0,2100.0,2100.0,,,,0.2,0.1,0.1,,,,,,,,,,,,,
OGLE-2017-BLG-0560,Confirmed,1.9,,,,,,,,,,,,,,,,,,,,,,2018,2018-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,,267.963875017,-30.4587222382,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-0604 b,Confirmed,0.51,0.23,0.23,,,,,,,,,,4.06,1.34,1.34,,,,,,,,2020,2020-08-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-0604,267.891666678,-30.946666696,,,,,,3950.0,1310.0,1310.0,,,,0.7,0.28,0.28,,,,,,,,,,,,,
OGLE-2017-BLG-0614 b,Confirmed,31.5,2.5,2.5,,,,,,,,,,4.0,3.0,3.0,,,,,,,,2022,2023-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-0357 b,,OGLE-2017-BLG-0614,261.533333336,30.296111127,,,,,,6400.0,2400.0,2400.0,,,,0.64,0.38,0.38,,,,,,,,,,,,,KMT-2017-BLG-0357
OGLE-2017-BLG-0640 b,Confirmed,1.62,0.94,0.94,,,,,,,,,,1.14,0.38,0.38,,,,,,,,2023,2023-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-1726 b,,OGLE-2017-BLG-0640,267.466666684,-29.461388907,,,,,,6630.0,1450.0,1450.0,,,,0.32,0.18,0.18,,,,,,,,,,,,,KMT-2017-BLG-1726
OGLE-2017-BLG-0896,Confirmed,19.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,2019,2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,,,,,,264.879083344,-27.2975277948,,,,,,4000.0,200.0,200.0,,,,,,,,,,,,,,,,,,,
OGLE-2017-BLG-1038 b,Confirmed,13.3,0.3,0.3,,,,,,,,,,0.68,0.15,0.15,,,,,,,,2022,2023-07-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1038,269.654166679,-27.31611113,,,,,,6120.0,140.0,140.0,,,,0.17,0.05,0.05,,,,,,,,,,,,,
OGLE-2017-BLG-1049 b,Confirmed,5.53,2.87,2.87,,,,,,,,,,3.92,1.32,1.32,,,,,,,,2020,2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1049,269.533333336,-27.144166678,,,,,,5670.0,1520.0,1520.0,,,,0.55,0.29,0.29,,,,,,,,,,,,,
OGLE-2017-BLG-1099 b,Confirmed,3.02,1.81,1.81,,,,,,,,,,2.73,0.53,0.53,,,,,,,,2021,2021-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,KMT-2017-BLG-2336 b,,OGLE-2017-BLG-1099,263.962500017,-29.585833347,,,,,,7250.0,1400.0,1400.0,,,,0.45,0.27,0.27,,,,,,,,,,,,,KMT-2017-BLG-2336
OGLE-2017-BLG-1140L b,Confirmed,1.63,0.29,0.29,,,,,,,,,,1.02,0.1,0.1,,,,,,,,2018,2018-03-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Microlensing,Microlensing,,,,OGLE-2017-BLG-1140L,266.883333344,-24.522777793,,,,,,7350.0,4.0,4.0,,,,0.214,0.026,0.026,,,,M3,,,,,,,,,
